"","job_skills","count"
"1349","snowflake schema",7
"1350","spark/hadoop",7
"1351","spreadsheets",7
"1352","sql databases",7
"1353","stakeholder coordination",7
"1354","statistical data analysis",7
"1355","statistical tools",7
"1356","storage management",7
"1357","streaming applications",7
"1358","streamsets",7
"1359","swagger",7
"1360","system administration",7
"1361","systems engineering",7
"1362","technical design",7
"1363","telecommunications",7
"1364","test driven development",7
"1365","top secret clearance",7
"1366","ups systems",7
"1367","user acceptance testing",7
"1368","vision insurance",7
"1369","visualizations",7
"1370","wan",7
"1371","web 3.0",7
"1372","web proxy",7
"1373","web3",7
"1374","workflow management",7
"1375","written communication skills",7
"1376","wsdl",7
"1377","xsd",7
"1378","zeppelin",7
"1379","zookeeper",7
"1380","adls",6
"1381","advanced statistics",6
"1382","adwords",6
"1383","agile/scrum",6
"1384","ai modeling",6
"1385","ai training models",6
"1386","aks",6
"1387","alerting",6
"1388","algebra",6
"1389","amazon",6
"1390","amazon s3",6
"1391","anaconda",6
"1392","analytical techniques",6
"1393","apex",6
"1394","asana",6
"1395","attribution",6
"1396","attribution models",6
"1397","audits",6
"1398","aws neptune",6
"1399","aws quicksight",6
"1400","azure adf",6
"1401","azure data engineer associate",6
"1402","azure services",6
"1403","azure storage",6
"1404","bain",6
"1405","bash scripting",6
"1406","bayesian networks",6
"1407","beam",6
"1408","bioengineering",6
"1409","boilers",6
"1410","budgeting",6
"1411","building codes",6
"1412","business administration",6
"1413","business analyst",6
"1414","business logic",6
"1415","business problem solving",6
"1416","capacity management",6
"1417","ccna",6
"1418","change control",6
"1419","chemical engineering",6
"1420","client service",6
"1421","clinical data",6
"1422","clinical trial data",6
"1423","cloud data services",6
"1424","cloud dlp",6
"1425","cloud security",6
"1426","cloud security compliance",6
"1427","cloudtrail",6
"1428","computer and information science",6
"1429","concurrency",6
"1430","construction administration",6
"1431","contract management",6
"1432","credit risk",6
"1433","crystal reports",6
"1434","customer focus",6
"1435","daos",6
"1436","dashboard",6
"1437","data accessibility",6
"1438","data availability",6
"1439","data cabling",6
"1440","data cataloguing",6
"1441","data lifecycle management",6
"1442","data mart",6
"1443","data munging",6
"1444","data patterns",6
"1445","data pipeline architecture",6
"1446","data recovery",6
"1447","data summarization",6
"1448","data synchronization",6
"1449","data tracking",6
"1450","data vault",6
"1451","deep learning frameworks",6
"1452","deloitte",6
"1453","dimensions",6
"1454","distributions",6
"1455","dl",6
"1456","dod secret clearance",6
"1457","domo",6
"1458","dwdm",6
"1459","dynatrace",6
"1460","edi",6
"1461","ehr",6
"1462","electronic health records",6
"1463","elk stack",6
"1464","endpoint dlp",6
"1465","epic",6
"1466","etl (extract transform load)",6
"1467","execution",6
"1468","expedia",6
"1469","facial recognition",6
"1470","facts",6
"1471","financial modeling",6
"1472","financial reporting",6
"1473","gbm",6
"1474","gce",6
"1475","geopandas",6
"1476","geospatial analysis",6
"1477","gojek",6
"1478","google big query",6
"1479","google data studio",6
"1480","google tag manager",6
"1481","grab",6
"1482","gradient boosting machines",6
"1483","gradle",6
"1484","grit",6
"1485","h2o",6
"1486","health care",6
"1487","html5",6
"1488","hyperconverged infrastructure",6
"1489","hyperparameter tuning",6
"1490","ibm db2",6
"1491","icd10",6
"1492","ies",6
"1493","image recognition",6
"1494","industry expertise",6
"1495","industry trends",6
"1496","inferential statistics",6
"1497","information management",6
"1498","insights",6
"1499","integrity",6
"1500","internal tools",6
"1501","investigation",6
"1502","it ticket management",6
"1503","itil",6
"1504","juniper",6
"1505","knn",6
"1506","knowledge discovery",6
"1507","knowledge sharing",6
"1508","kpi analysis",6
"1509","kvm",6
"1510","large data sets",6
"1511","life sciences",6
"1512","lighting",6
"1513","llama",6
"1514","logstash",6
"1515","loinc",6
"1516","lstms",6
"1517","lyft",6
"1518","mathematical programming",6
"1519","mckinsey",6
"1520","measurement",6
"1521","medicare",6
"1522","microservice architecture",6
"1523","microsoft powerbi",6
"1524","microsoft sharepoint",6
"1525","ms sql",6
"1526","msk",6
"1527","multilevel modeling",6
"1528","multivariate testing",6
"1529","mxnet",6
"1530","netezza",6
"1531","nfts",6
"1532","nutanix",6
"1533","oltp schema design",6
"1534","oracle database",6
"1535","packages",6
"1536","pca",6
"1537","performance analysis",6
"1538","pipeflow",6
"1539","plsql",6
"1540","portfolio management",6
"1541","postgres sql",6
"1542","privacy",6
"1543","probability theory",6
"1544","problem resolution",6
"1545","process documentation",6
"1546","product expertise",6
"1547","productionization and containerization technologies",6
"1548","public speaking",6
"1549","pytest",6
"1550","quantitative methods",6
"1551","recovery",6
"1552","refrigeration",6
"1553","regression modeling",6
"1554","regularization",6
"1555","research and development",6
"1556","retrieval augmented generation",6
"1557","san",6
"1558","sap erp",6
"1559","sas programming",6
"1560","scenario analysis",6
"1561","security groups",6
"1562","service now",6
"1563","shell scripts",6
"1564","skyscanner",6
"1565","software maintenance",6
"1566","sonarqube",6
"1567","sops",6
"1568","spark clusters",6
"1569","sql server reporting services (ssrs)",6
"1570","standard operating procedures",6
"1571","statistical",6
"1572","stream processing",6
"1573","streaming",6
"1574","streams",6
"1575","structured query language (sql)",6
"1576","survey data",6
"1577","sustainability",6
"1578","swag",6
"1579","system architecture",6
"1580","tableau prep",6
"1581","teams",6
"1582","trane trace",6
"1583","transcriptomics",6
"1584","triggers",6
"1585","uber",6
"1586","underwriting",6
"1587","upwork",6
"1588","user experience design",6
"1589","user stories",6
"1590","valves",6
"1591","vector embeddings",6
"1592","video analytics",6
"1593","vitess",6
"1594","vue",6
"1595","wan optimization",6
"1596","zuora",6
"1597","(py)spark",5
"1598","ability to meet deadlines",5
"1599","accenture",5
"1600","accumulo",5
"1601","advanced data analytics",5
"1602","advanced mathematics",5
"1603","ai models",5
"1604","algorithm design",5
"1605","alibaba",5
"1606","analytical",5
"1607","analytics tools",5
"1608","apache arrow",5
"1609","arima",5
"1610","artificial neural networks",5
"1611","asp.net",5
"1612","atacseq",5
"1613","audio analytics",5
"1614","authentication",5
"1615","authorization",5
"1616","automation tooling",5
"1617","automl",5
"1618","autosys",5
"1619","aws emr",5
"1620","aws solution architect",5
"1621","azure active directory",5
"1622","azure blob storage",5
"1623","azure data bricks",5
"1624","azure data lake storage",5
"1625","azure data platform",5
"1626","azure functions",5
"1627","bachelor's in electrical engineering",5
"1628","backend development",5
"1629","baidu",5
"1630","batch processing",5
"1631","bing",5
"1632","boosted trees",5
"1633","business development",5
"1634","business operations",5
"1635","business problems",5
"1636","business process analysis",5
"1637","business process optimization",5
"1638","business requirements gathering",5
"1639","business value",5
"1640","caching technologies",5
"1641","casb",5
"1642","chatgpt",5
"1643","chiller plants",5
"1644","chipseq",5
"1645","civil 3d",5
"1646","classification models",5
"1647","clickstream data",5
"1648","client communication",5
"1649","client operations",5
"1650","cloud data warehouse",5
"1651","cloud engineering",5
"1652","cloudbased data solutions",5
"1653","clustering algorithms",5
"1654","cobol",5
"1655","code development",5
"1656","combinatorial optimization",5
"1657","compensation",5
"1658","component replacement",5
"1659","computational fluid dynamics",5
"1660","continuous integration/continuous delivery (ci/cd)",5
"1661","conversational ai apis",5
"1662","corrigo",5
"1663","cpt",5
"1664","crac",5
"1665","crah",5
"1666","credit rating",5
"1667","credit scoring",5
"1668","critical thinking skills",5
"1669","crowdsourcing technologies",5
"1670","csv",5
"1671","ctrip",5
"1672","curriculum development",5
"1673","customer journey",5
"1674","data analytics tools",5
"1675","data architect",5
"1676","data capture",5
"1677","data consolidation",5
"1678","data definition language (ddl)",5
"1679","data harmonization",5
"1680","data labeling",5
"1681","data lakehouse",5
"1682","data manipulation language (dml)",5
"1683","data mining tools",5
"1684","data pipeline design",5
"1685","data policies",5
"1686","data policy",5
"1687","data pre/post processing pipelines",5
"1688","data quality analysis",5
"1689","data quality standards",5
"1690","data research",5
"1691","data science solutions",5
"1692","data sciences",5
"1693","data structuring",5
"1694","data vault methodology",5
"1695","data warehousing concepts",5
"1696","database architecture",5
"1697","database operations",5
"1698","database structure",5
"1699","database systems",5
"1700","databricks certified data engineer associate",5
"1701","dcim tools",5
"1702","dental insurance",5
"1703","deployment automation",5
"1704","design of experiments",5
"1705","digital analytics",5
"1706","dissolution testing",5
"1707","distributed microservices",5
"1708","dod top secret clearance",5
"1709","dynamics gp",5
"1710","eager values",5
"1711","elastic",5
"1712","email security",5
"1713","employee resource groups",5
"1714","engineering design",5
"1715","ethereum",5
"1716","etls",5
"1717","explainable ai",5
"1718","feedback",5
"1719","filters",5
"1720","financial planning",5
"1721","finetuning",5
"1722","fire alarm",5
"1723","french",5
"1724","genderaffirming offerings",5
"1725","genism",5
"1726","geospatial",5
"1727","golang",5
"1728","google cloud storage",5
"1729","google colab",5
"1730","google meet",5
"1731","graph database",5
"1732","graph neural networks",5
"1733","graphbased algorithms",5
"1734","growth",5
"1735","hack",5
"1736","hadoop ecosystem",5
"1737","health informatics",5
"1738","health plan",5
"1739","health policy",5
"1740","high performing teams",5
"1741","hugging face",5
"1742","hybrid work",5
"1743","ibm cognos",5
"1744","image analysis",5
"1745","image analytics",5
"1746","independent contractor agreement",5
"1747","influence",5
"1748","informatica iics",5
"1749","information extraction",5
"1750","infrastructure platforms",5
"1751","instrumentation",5
"1752","it principles",5
"1753","j2ee",5
"1754","jax",5
"1755","jncia",5
"1756","labvantage lims",5
"1757","lake formation",5
"1758","large language models (llm)",5
"1759","lazada",5
"1760","legal technology",5
"1761","lending",5
"1762","linear optimization",5
"1763","linkedin",5
"1764","look & feel customization",5
"1765","machine learning methods",5
"1766","makemytrip",5
"1767","mapping",5
"1768","master data management (mdm)",5
"1769","mathematical analyses",5
"1770","mcim",5
"1771","media insertion/removal",5
"1772","media management",5
"1773","media mix modeling",5
"1774","medical devices",5
